category_id,device_id,slnumber,imei,recievedate
1,44,5125568,356173061415324,6/19/2015
1,44,5142098,356173061282336,6/19/2015
1,44,5125444,356173061673773,6/19/2015
1,44,5125526,356173061483769,6/19/2015
1,44,5125457,356173061276791,6/19/2015
1,44,5125448,356173061656638,6/19/2015
1,44,5125585,356173061274200,6/19/2015
1,44,5125513,356173061483645,6/19/2015
1,44,5125452,356173061656778,6/19/2015
1,44,5142093,356173061282286,6/19/2015
1,44,5142082,356173061474735,6/19/2015
1,44,5125571,356173061769134,6/19/2015
1,44,5125591,356173061274671,6/19/2015
1,44,5142119,356173061462243,6/19/2015
1,44,5125517,356173061651530,6/19/2015
