category_id,device_id,slnumber,imei,recievedate
3,42,,0358899055849254,12/28/2015
3,42,,0358899055841780,12/28/2015
3,42,,0358899055852902,12/28/2015
3,42,,0358899055849221,12/28/2015
3,42,,0358899055851250,12/28/2015
3,42,,0358899055837697,12/28/2015
3,42,,0358899055843505,12/28/2015
3,42,,0358899055867421,12/28/2015
3,42,,0358899055843802,12/28/2015
3,42,,0358899055877230,12/28/2015
3,42,,0358899055843307,12/28/2015
3,42,,0358899055850013,12/28/2015
3,42,,0358899055874336,12/28/2015
3,42,,0358899055848728,12/28/2015
3,42,,0358899055878642,12/28/2015
3,42,,0358899055878444,12/28/2015
3,42,,0358899055841749,12/28/2015
3,42,,0358899055860483,12/28/2015
3,42,,0358899055861358,12/28/2015
3,42,,0358899055860426,12/28/2015
3,42,,0358899055849437,12/28/2015
3,42,,0358899055852944,12/28/2015
3,42,,0358899055857471,12/28/2015
3,42,,0358899055857299,12/28/2015
3,42,,0358899055853454,12/28/2015
3,42,,0358899055851177,12/28/2015
3,42,,0358899055865433,12/28/2015
3,42,,0358899055875945,12/28/2015
3,42,,0358899055850641,12/28/2015
3,42,,0358899055853025,12/28/2015
3,42,,0358899055842671,12/28/2015
3,42,,0358899055837325,12/28/2015
3,42,,0358899055857638,12/28/2015
3,42,,0358899055860087,12/28/2015
3,42,,0358899055849833,12/28/2015
3,42,,0358899055874138,12/28/2015
3,42,,0358899055854486,12/28/2015
3,42,,0358899055860418,12/28/2015
3,42,,0358899055860368,12/28/2015
3,42,,0358899055849718,12/28/2015
3,42,,0358899055845781,12/28/2015
3,42,,0358899055850484,12/28/2015
3,42,,0358899055877263,12/28/2015
3,42,,0358899055871613,12/28/2015
3,42,,0358899055850559,12/28/2015
3,42,,0358899055875994,12/28/2015
3,42,,0358899055850138,12/28/2015
3,42,,0358899055877016,12/28/2015
3,42,,0358899055875911,12/28/2015
3,42,,0358899055847621,12/28/2015
3,42,,0358899055867397,12/28/2015
3,42,,0358899055850328,12/28/2015
3,42,,0358899055871589,12/28/2015
3,42,,0358899055837804,12/28/2015
3,42,,0358899055837523,12/28/2015
3,42,,0358899055849296,12/28/2015
3,42,,0358899055853629,12/28/2015
3,42,,0358899055851615,12/28/2015
3,42,,0358899055850245,12/28/2015
3,42,,0358899055850898,12/28/2015
3,42,,0358899055868817,12/28/2015
3,42,,0358899055866977,12/28/2015
3,42,,0358899055875937,12/28/2015
3,42,,0358899055879384,12/28/2015
3,42,,0358899055851722,12/28/2015
3,42,,0358899055875275,12/28/2015
3,42,,0358899055855467,12/28/2015
3,42,,0358899055829926,12/28/2015
3,42,,0358899055850476,12/28/2015
3,42,,0358899055849452,12/28/2015
3,42,,0358899055869054,12/28/2015
3,42,,0358899055879293,12/28/2015
3,42,,0358899055860327,12/28/2015
3,42,,0358899055879319,12/28/2015
3,42,,0358899055847860,12/28/2015
3,42,,0358899055855541,12/28/2015
3,42,,0358899055876596,12/28/2015
3,42,,0358899055860558,12/28/2015
3,42,,0358899055875986,12/28/2015
3,42,,0358899055876109,12/28/2015
3,42,,0358899055865078,12/28/2015
3,42,,0358899055830981,12/28/2015
3,42,,0358899055843653,12/28/2015
3,42,,0358899055850963,12/28/2015
3,42,,0358899055875010,12/28/2015
3,42,,0358899055838802,12/28/2015
3,42,,0358899055841764,12/28/2015
3,42,,0358899055877024,12/28/2015
3,42,,0358899055830973,12/28/2015
3,42,,0358899055843430,12/28/2015
3,42,,0358899055841590,12/28/2015
3,42,,0358899055850294,12/28/2015
3,42,,0358899055836152,12/28/2015
3,42,,0358899055853520,12/28/2015
3,42,,0358899055861994,12/28/2015
3,42,,0358899055875929,12/28/2015
3,42,,0358899055851607,12/28/2015
3,42,,0358899055843406,12/28/2015
3,42,,0358899055861291,12/28/2015
3,42,,0358899055831005,12/28/2015
3,42,,0358899055843513,12/28/2015
3,42,,0358899055843349,12/28/2015
3,42,,0358899055830999,12/28/2015
3,42,,0358899055843455,12/28/2015
3,42,,0358899055856309,12/28/2015
3,42,,0358899055873650,12/28/2015
3,42,,0358899055843281,12/28/2015
3,42,,0358899055841608,12/28/2015
3,42,,0358899055830478,12/28/2015
3,42,,0358899055830338,12/28/2015
3,42,,0358899055843596,12/28/2015
3,42,,0358899055863230,12/28/2015
3,42,,0358899055847845,12/28/2015
3,42,,0358899055832912,12/28/2015
