category_id,device_id,slnumber,imei,recievedate
3,42,,0358899055858008,10/27/2015
3,42,,0358899055852258,10/27/2015
3,42,,0358899055837317,10/27/2015
3,42,,0358899055856408,10/27/2015
3,42,,0358899055832268,10/27/2015
3,42,,0358899055876463,10/27/2015
3,42,,0358899055873619,10/27/2015
3,42,,0358899055834645,10/27/2015
3,42,,0358899055832243,10/27/2015
3,42,,0358899055874328,10/27/2015
3,42,,0358899055855772,10/27/2015
3,42,,0358899055857075,10/27/2015
3,42,,0358899055861804,10/27/2015
3,42,,0358899055878881,10/27/2015
3,42,,0358899055837226,10/27/2015
3,42,,0358899055845625,10/27/2015
3,42,,0358899055855426,10/27/2015
3,42,,0358899055874401,10/27/2015
3,42,,0358899055844008,10/27/2015
3,42,,0358899055831252,10/27/2015
3,42,,0358899055842002,10/27/2015
3,42,,0358899055847431,10/27/2015
3,42,,0358899055831997,10/27/2015
3,42,,0358899055837119,10/27/2015
3,42,,0358899055834926,10/27/2015
3,42,,0358899055861408,10/27/2015
3,42,,0358899055831260,10/27/2015
3,42,,0358899055851409,10/27/2015
3,42,,0358899055858669,10/27/2015
3,42,,0358899055834991,10/27/2015
3,42,,0358899055834736,10/27/2015
3,42,,0358899055864360,10/27/2015
3,42,,0358899055830114,10/27/2015
3,42,,0358899055844107,10/27/2015
3,42,,0358899055834405,10/27/2015
3,42,,0358899055838091,10/27/2015
3,42,,0358899055868288,10/27/2015
3,42,,0358899055854072,10/27/2015
3,42,,0358899055853181,10/27/2015
3,42,,0358899055863925,10/27/2015
3,42,,0358899055849338,10/27/2015
3,42,,0358899055856382,10/27/2015
3,42,,0358899055856549,10/27/2015
3,42,,0358899055862125,10/27/2015
3,42,,0358899055869807,10/27/2015
3,42,,0358899055838687,10/27/2015
3,42,,0358899055879509,10/27/2015
3,42,,0358899055855442,10/27/2015
3,42,,0358899055833613,10/27/2015
3,42,,0358899055835790,10/27/2015
3,42,,0358899055869526,10/27/2015
3,42,,0358899055835782,10/27/2015
3,42,,0358899055856861,10/27/2015
3,42,,0358899055866936,10/27/2015
3,42,,0358899055831526,10/27/2015
3,42,,0358899055833522,10/27/2015
3,42,,0358899055879616,10/27/2015
3,42,,0358899055839263,10/27/2015
3,42,,0358899055869468,10/27/2015
3,42,,0358899055870193,10/27/2015
3,42,,0358899055878360,10/27/2015
3,42,,0358899055831369,10/27/2015
3,42,,0358899055833035,10/27/2015
3,42,,0358899055870359,10/27/2015
3,42,,0358899055832946,10/27/2015
3,42,,0358899055831930,10/27/2015
3,42,,0358899055831294,10/27/2015
3,42,,0358899055831229,10/27/2015
3,42,,0358899055856614,10/27/2015
3,42,,0358899055833878,10/27/2015
3,42,,0358899055835527,10/27/2015
3,42,,0358899055831591,10/27/2015
3,42,,0358899055835170,10/27/2015
3,42,,0358899055835584,10/27/2015
3,42,,0358899055849163,10/27/2015
3,42,,0358899055829850,10/27/2015
3,42,,0358899055831492,10/27/2015
3,42,,0358899055838588,10/27/2015
3,42,,0358899055857117,10/27/2015
3,42,,0358899055832862,10/27/2015
3,42,,0358899055865136,10/27/2015
3,42,,0358899055856374,10/27/2015
3,42,,0358899055859394,10/27/2015
