category_id,device_id,slnumber,imei,recievedate
3,42,,0358899055836533,9/28/2015
3,42,,0358899055863297,9/28/2015
3,42,,0358899055865524,9/28/2015
3,42,,0358899055867363,9/28/2015
3,42,,0358899055846441,9/28/2015
3,42,,0358899055846318,9/28/2015
3,42,,0358899055848470,9/28/2015
3,42,,0358899055873718,9/28/2015
3,42,,0358899055840121,9/28/2015
3,42,,0358899055848389,9/28/2015
3,42,,0358899055863180,9/28/2015
3,42,,0358899055837390,9/28/2015
3,42,,0358899055839560,9/28/2015
3,42,,0358899055848546,9/28/2015
3,42,,0358899055837093,9/28/2015
3,42,,0358899055861788,9/28/2015
3,42,,0358899055844594,9/28/2015
3,42,,0358899055866076,9/28/2015
3,42,,0358899055835394,9/28/2015
3,42,,0358899055873676,9/28/2015
3,42,,0358899055878527,9/28/2015
3,42,,0358899055866084,9/28/2015
3,42,,0358899055846359,9/28/2015
3,42,,0358899055873593,9/28/2015
3,42,,0358899055842119,9/28/2015
3,42,,0358899055844693,9/28/2015
3,42,,0358899055850542,9/28/2015
3,42,,0358899055865904,9/28/2015
3,42,,0358899055836038,9/28/2015
3,42,,0358899055863974,9/28/2015
3,42,,0358899055847613,9/28/2015
3,42,,0358899055864428,9/28/2015
3,42,,0358899055854593,9/28/2015
3,42,,0358899055858545,9/28/2015
3,42,,0358899055846391,9/28/2015
3,42,,0358899055844735,9/28/2015
3,42,,0358899055873692,9/28/2015
3,42,,0358899055846052,9/28/2015
3,42,,0358899055868460,9/28/2015
3,42,,0358899055875820,9/28/2015
3,42,,0358899055858610,9/28/2015
3,42,,0358899055844750,9/28/2015
3,42,,0358899055849429,9/28/2015
3,42,,0358899055844602,9/28/2015
3,42,,0358899055863511,9/28/2015
3,42,,0358899055866191,9/28/2015
3,42,,0358899055846276,9/28/2015
3,42,,0358899055864006,9/28/2015
3,42,,0358899055840360,9/28/2015
3,42,,0358899055854916,9/28/2015
