category_id,device_id,slnumber,imei,recievedate
3,42,,0358899054117208,9/21/2015
3,42,,0358899054119824,9/21/2015
3,42,,0358899054114247,9/21/2015
3,42,,0358899054109767,9/21/2015
3,42,,0358899054116572,9/21/2015
3,42,,0358899054120350,9/21/2015
3,42,,0358899054119303,9/21/2015
3,42,,0358899054115210,9/21/2015
3,42,,0358899054107506,9/21/2015
3,42,,0358899054120046,9/21/2015
3,42,,0358899054120772,9/21/2015
3,42,,0358899054116580,9/21/2015
3,42,,0358899054116192,9/21/2015
3,42,,0358899054116333,9/21/2015
3,42,,0358899054114395,9/21/2015
3,42,,0358899054116374,9/21/2015
3,42,,0358899054120541,9/21/2015
3,42,,0358899054119873,9/21/2015
3,42,,0358899054111276,9/21/2015
3,42,,0358899054118552,9/21/2015
3,42,,0358899054101699,9/21/2015
3,42,,0358899054120657,9/21/2015
3,42,,0358899054116648,9/21/2015
3,42,,0358899054114189,9/21/2015
3,42,,0358899054110880,9/21/2015
3,42,,0358899054119840,9/21/2015
3,42,,0358899054097236,9/21/2015
3,42,,0358899054122885,9/21/2015
3,42,,0358899054117323,9/21/2015
3,42,,0358899054123024,9/21/2015
3,42,,0358899054099844,9/21/2015
3,42,,0358899054095156,9/21/2015
3,42,,0358899054110930,9/21/2015
3,42,,0358899054114494,9/21/2015
3,42,,0358899054121218,9/21/2015
3,42,,0358899054094779,9/21/2015
3,42,,0358899054103513,9/21/2015
3,42,,0358899054110203,9/21/2015
3,42,,0358899054116150,9/21/2015
3,42,,0358899054106151,9/21/2015
3,42,,0358899054096113,9/21/2015
3,42,,0358899054121226,9/21/2015
3,42,,0358899054095065,9/21/2015
3,42,,0358899054103273,9/21/2015
3,42,,0358899054093797,9/21/2015
3,42,,0358899054117166,9/21/2015
3,42,,0358899054115236,9/21/2015
3,42,,0358899054097319,9/21/2015
3,42,,0358899054110070,9/21/2015
3,42,,0358899054098093,9/21/2015
3,42,,0358899054100907,9/21/2015
3,42,,0358899054101814,9/21/2015
3,42,,0358899054104941,9/21/2015
3,42,,0358899054104719,9/21/2015
3,42,,0358899054109841,9/21/2015
3,42,,0358899054093581,9/21/2015
3,42,,0358899054093821,9/21/2015
3,42,,0358899054096170,9/21/2015
3,42,,0358899054109791,9/21/2015
3,42,,0358899054097905,9/21/2015
3,42,,0358899054118875,9/21/2015
3,42,,0358899054107399,9/21/2015
3,42,,0358899054110963,9/21/2015
3,42,,0358899054114726,9/21/2015
3,42,,0358899054114718,9/21/2015
3,42,,0358899054109528,9/21/2015
3,42,,0358899054095347,9/21/2015
3,42,,0358899054119899,9/21/2015
3,42,,0358899054119378,9/21/2015
3,42,,0358899054122661,9/21/2015
3,42,,0358899054110690,9/21/2015
3,42,,0358899054097012,9/21/2015
3,42,,0358899054093813,9/21/2015
3,42,,0358899054105385,9/21/2015
3,42,,0358899054112209,9/21/2015
3,42,,0358899054097434,9/21/2015
3,42,,0358899054106680,9/21/2015
3,42,,0358899054095750,9/21/2015
3,42,,0358899054104826,9/21/2015
3,42,,0358899054098259,9/21/2015
3,42,,0358899054111953,9/21/2015
3,42,,0358899054113918,9/21/2015
3,42,,0358899054113231,9/21/2015
3,42,,0358899054100394,9/21/2015
3,42,,0358899054117190,9/21/2015
3,42,,0358899054103315,9/21/2015
3,42,,0358899054114940,9/21/2015
3,42,,0358899054121325,9/21/2015
3,42,,0358899054116515,9/21/2015
3,42,,0358899054112282,9/21/2015
3,42,,0358899054106391,9/21/2015
3,42,,0358899054123412,9/21/2015
3,42,,0358899054093623,9/21/2015
3,42,,0358899054115020,9/21/2015
3,42,,0358899054118495,9/21/2015
3,42,,0358899054094431,9/21/2015
3,42,,0358899054112928,9/21/2015
3,42,,0358899054093870,9/21/2015
3,42,,0358899054106078,9/21/2015
3,42,,0358899054093912,9/21/2015
