category_id,device_id,slnumber,imei,recievedate
3,42,,0358899054112159,8/6/2015
3,42,,0358899054109890,8/6/2015
3,42,,0358899054117091,8/6/2015
3,42,,0358899054094308,8/6/2015
3,42,,0358899054114080,8/6/2015
3,42,,0358899054114148,8/6/2015
3,42,,0358899054096808,8/6/2015
3,42,,0358899054112340,8/6/2015
3,42,,0358899054121275,8/6/2015
3,42,,0358899054112738,8/6/2015
3,42,,0358899054118610,8/6/2015
3,42,,0358899054113298,8/6/2015
3,42,,0358899054120079,8/6/2015
3,42,,0358899054692267,8/6/2015
3,42,,0358899054119931,8/6/2015
3,42,,0358899054691095,8/6/2015
3,42,,0358899054113397,8/6/2015
3,42,,0358899054690675,8/6/2015
3,42,,0358899054110088,8/6/2015
3,42,,0358899054117083,8/6/2015
3,42,,0358899054094498,8/6/2015
3,42,,0358899054094233,8/6/2015
3,42,,0358899054116465,8/6/2015
3,42,,0358899054112118,8/6/2015
3,42,,0358899054115715,8/6/2015
3,42,,0358899054112936,8/6/2015
3,42,,0358899054105096,8/6/2015
3,42,,0358899054690824,8/6/2015
3,42,,0358899054113710,8/6/2015
3,42,,0358899054110864,8/6/2015
3,42,,0358899054112779,8/6/2015
3,42,,0358899054094134,8/6/2015
3,42,,0358899054096501,8/6/2015
3,42,,0358899054690527,8/6/2015
3,42,,0358899054112811,8/6/2015
3,42,,0358899054097004,8/6/2015
3,42,,0358899054683654,8/6/2015
3,42,,0358899054097095,8/6/2015
3,42,,0358899054097889,8/6/2015
3,42,,0358899054111342,8/6/2015
3,42,,0358899054110385,8/6/2015
3,42,,0358899054094787,8/6/2015
3,42,,0358899054115517,8/6/2015
3,42,,0358899054117125,8/6/2015
3,42,,0358899054692234,8/6/2015
3,42,,0358899054110369,8/6/2015
3,42,,0358899054113256,8/6/2015
3,42,,0358899054096774,8/6/2015
3,42,,0358899054691046,8/6/2015
3,42,,0358899054097053,8/6/2015
3,42,,0358899054094100,8/6/2015
3,42,,0358899054094977,8/6/2015
3,42,,0358899054094050,8/6/2015
3,42,,0358899054683696,8/6/2015
3,42,,0358899054110237,8/6/2015
3,42,,0358899054683571,8/6/2015
3,42,,0358899054121465,8/6/2015
3,42,,0358899054096105,8/6/2015
3,42,,0358899054121051,8/6/2015
3,42,,0358899054109627,8/6/2015
3,42,,0358899054683605,8/6/2015
3,42,,0358899054691053,8/6/2015
3,42,,0358899054113017,8/6/2015
3,42,,0358899054110872,8/6/2015
3,42,,0358899054114106,8/6/2015
3,42,,0358899054123230,8/6/2015
3,42,,0358899054115897,8/6/2015
3,42,,0358899054101228,8/6/2015
3,42,,0358899054101475,8/6/2015
3,42,,0358899054113439,8/6/2015
3,42,,0358899054683688,8/6/2015
3,42,,0358899054094076,8/6/2015
3,42,,0358899054112787,8/6/2015
3,42,,0358899054683597,8/6/2015
3,42,,0358899054106201,8/6/2015
3,42,,0358899054105252,8/6/2015
3,42,,0358899054692259,8/6/2015
3,42,,0358899054112712,8/6/2015
3,42,,0358899054123115,8/6/2015
3,42,,0358899054095925,8/6/2015
3,42,,0358899054100766,8/6/2015
3,42,,0358899054115384,8/6/2015
3,42,,0358899054688927,8/6/2015
3,42,,0358899054102499,8/6/2015
3,42,,0358899054683639,8/6/2015
3,42,,0358899054683647,8/6/2015
3,42,,0358899054103349,8/6/2015
3,42,,0358899054103802,8/6/2015
3,42,,0358899054123180,8/6/2015
3,42,,0358899054691061,8/6/2015
3,42,,0358899054118222,8/6/2015
3,42,,0358899054112720,8/6/2015
3,42,,0358899054113025,8/6/2015
3,42,,0358899054113728,8/6/2015
3,42,,0358899054119006,8/6/2015
3,42,,0358899054117620,8/6/2015
3,42,,0358899054094043,8/6/2015
3,42,,0358899054123214,8/6/2015
3,42,,0358899054121127,8/6/2015
3,42,,0358899054692341,8/6/2015
