category_id,device_id,slnumber,imei,recievedate
2,53,,0358899052673541,10/6/2015
2,53,,0358899051415753,10/6/2015
2,53,,0358899050666125,10/6/2015
2,53,,0358899052080820,10/6/2015
2,53,,0358739050326306,10/6/2015
2,53,,0358899051312315,10/6/2015
2,53,,0358899051313529,10/6/2015
2,53,,0358899051300633,10/6/2015
2,53,,0358899051300682,10/6/2015
2,53,,0358899053761394,10/6/2015
2,53,,0358899052686022,10/6/2015
2,53,,0358899051414186,10/6/2015
2,53,,0358899051410861,10/6/2015
2,53,,0358899052698597,10/6/2015
2,53,,0358899054607067,10/6/2015
2,53,,0358899054705663,10/6/2015
2,53,,0358899054611424,10/6/2015
2,53,,0358899055236387,10/6/2015
2,53,,0358899052676064,10/6/2015
2,53,,0358899052758342,10/6/2015
2,53,,0358899052673863,10/6/2015
2,53,,0358899052755199,10/6/2015
2,53,,0358899052757500,10/6/2015
2,53,,0358899052693796,10/6/2015
2,53,,0358899053687417,10/6/2015
2,53,,0358899052685149,10/6/2015
2,53,,0358899055011673,10/6/2015
2,53,,0358899054132728,10/6/2015
2,53,,0358899052673665,10/6/2015
2,53,,0358899052767863,10/6/2015
2,53,,0358899052752451,10/6/2015
2,53,,0358899052767343,10/6/2015
2,53,,0358899052723908,10/6/2015
2,53,,0358899052728519,10/6/2015
2,53,,0358899052603126,10/6/2015
2,53,,0358899052754051,10/6/2015
2,53,,0358899052754051,10/6/2015
2,53,,0358899052674234,10/6/2015
2,53,,0358899052545624,10/6/2015
2,53,,0358899053671387,10/6/2015
2,53,,0358899051327396,10/6/2015
2,53,,0358899051318403,10/6/2015
2,53,,0358899052681296,10/6/2015
2,53,,0358899052738047,10/6/2015
2,53,,0358899052543801,10/6/2015
2,53,,0358899052568394,10/6/2015
2,53,,0358899052685818,10/6/2015
2,53,,0358899053657485,10/6/2015
2,53,,0358899054709236,10/6/2015
2,53,,0358899054674679,10/6/2015
2,53,,0358899052668335,10/6/2015
2,53,,0358899051302878,10/6/2015
2,53,,0358899052153601,10/6/2015
2,53,,0358899054824563,10/6/2015
2,53,,0356823055973940,10/6/2015
2,53,,0356823058598066,10/6/2015
2,53,,0356823053329608,10/6/2015
2,53,,0356823033255105,10/6/2015
2,53,,0358739050109074,10/6/2015
2,53,,0358739050101238,10/6/2015
2,53,,0358739050102731,10/6/2015
2,53,,0358739050104232,10/6/2015
2,53,,0358739050103366,10/6/2015
2,53,,0358739050101576,10/6/2015
2,53,,0358739050105023,10/6/2015
2,53,,0358739050100750,10/6/2015
2,53,,0358739050106898,10/6/2015
2,53,,0358739050109488,10/6/2015
2,53,,0358739050102723,10/6/2015
2,53,,0358899052724138,10/6/2015
2,53,,0358899054990604,10/6/2015
2,53,,0358899054997633,10/6/2015
2,53,,0358899055004082,10/6/2015
2,53,,0358899055008380,10/6/2015
2,53,,0358899055006319,10/6/2015
2,53,,0358899055014289,10/6/2015
2,53,,0358899055000502,10/6/2015
2,53,,0358899054992758,10/6/2015
2,53,,0358899055004751,10/6/2015
2,53,,0358899054992774,10/6/2015
2,53,,0358899054985505,10/6/2015
2,53,,0358899055014941,10/6/2015
2,53,,0358899055012572,10/6/2015
2,53,,0358899055029022,10/6/2015
2,53,,0358899052736405,10/6/2015
2,53,,0358899052738294,10/6/2015
2,53,,0358899052749374,10/6/2015
2,53,,0358899052755108,10/6/2015
2,53,,0358899052739334,10/6/2015
2,53,,0358899052745000,10/6/2015
